Transaction_ID,Date,Timestamp,Txn_Ref_Number,Transaction_Mode,Currency,Transaction_Amount,Sender_Customer_ID,Sender_Customer_Name,Sender_Bank_Name,Sender_Account_Number,Sender_Account_Type,Sender_IFSC,Sender_Phone_Number,Receiver_Customer_ID,Receiver_Customer_Name,Receiver_Bank_Name,Receiver_Account_Number,Receiver_Account_Type,Receiver_IFSC,Receiver_Phone_Number
ATM2508081M7X41,2025-08-08,08:00:51,YGHPQI001FB8,ATM,INR,11007.25,100004276,Ishaan Gupta,Union Bank of India,963427927446,Salary,UBIN9675777,+917819700767,100002724,Brahma Bisht,Axis Bank,144522570808,Savings,UTIB4513632,+917749468503
IMPS2508089RTB7K,2025-08-08,08:11:14,HXND8S2D6MN5,IMPS,INR,35291.47,100003040,Keshav Mathew,Bank of Baroda,100333679764,Savings,BARB4843478,+916995819189,100003381,Sanjeev Jain,Union Bank of India,709212968848,Savings,UBIN3041523,+916405134888
TXN2508084J053N,2025-08-08,09:15:09,HZQ0BNJBU000,Cash Deposit,INR,23198.69,100001152,Farah Kaur,IndusInd Bank,136483490801,Salary,INDB9017023,+916256642926,100001973,Jagadish Soni,HDFC Bank,550841141508,Salary,HDFC9873485,+917017625630
UPI25080803FWE2,2025-08-08,09:51:37,6WE5HMDYLNKC,UPI,INR,3904.47,100000480,Sanket Shaikh,Canara Bank,750974200047,Savings,CNRB5762431,+917820630428,100001497,Raveena Bagchi,IndusInd Bank,313458462983,Salary,INDB6091611,+919094451973
ATM2508087556KX,2025-08-08,10:17:34,P9ZNB75E71OC,ATM,INR,9809.48,100004796,Nivedita Ghosh,Kotak Mahindra Bank,725453335673,Savings,KKBK8467452,+917755598297,100006257,Akshay Parmar,IndusInd Bank,343677790474,Salary,INDB4326968,+917320050330
TXN25080886OG34,2025-08-08,10:34:18,3I1B8GVFZBK2,Cash Deposit,INR,29359.56,100005552,Meet Parmar,HDFC Bank,416413196444,Salary,HDFC1736036,+918644955582,100005078,Aryan Banerjee,Canara Bank,270179607890,Salary,CNRB8695814,+919441396016
TXN2508087SNYDG,2025-08-08,12:41:24,3YT3Z0LNIZCO,Cash Deposit,INR,32965.77,100006971,Saloni Dave,ICICI Bank,564255576544,Savings,ICIC6662874,+918358273972,100004420,Girish Majumdar,Canara Bank,692248443945,Savings,CNRB5041290,+916817019152
UPI250808I4DYJ3,2025-08-08,13:00:33,NNSVAYQ10U8P,UPI,INR,23677.47,100006427,Bhavana Naidu,ICICI Bank,622956351037,Current,ICIC9779218,+917212435998,100002561,Anjali Srivastava,Union Bank of India,911627120179,Salary,UBIN8077929,+918560214777
TXN2508084Q8JD4,2025-08-08,13:01:01,MQ4RSZ1BTSBU,Cash Deposit,INR,15580.75,100000884,Anjali Nair,Canara Bank,959346219253,Demat,CNRB5901773,+918024648441,100006749,Krunal Kalita,Bank of Baroda,578053312361,Savings,BARB4627267,+918573923267
TXN250808ZNOAW7,2025-08-08,13:36:19,GFHHH3XL94U4,Cash Deposit,INR,24108.88,100004254,Arpita Kalita,State Bank of India,839848557478,Savings,SBIN6226807,+919777908086,100002872,Dhruv Kapoor,Axis Bank,481369733882,Salary,UTIB7323630,+917929262567
UPI250808C02XC6,2025-08-08,14:13:06,KI01JXJO6BIN,UPI,INR,6251.9,100005435,Devanshi Soni,Punjab National Bank,929901450544,Savings,PUNB5492615,+917417334533,100000400,Ritik Mishra,IndusInd Bank,697715967203,Savings,INDB8946251,+918597220025
IMPS2508082A557C,2025-08-08,14:52:13,PNJP5JKP24ED,IMPS,INR,72274.32,100000400,Ritik Mishra,IndusInd Bank,697715967203,Savings,INDB8946251,+918597220025,100003720,Jayant Bose,Kotak Mahindra Bank,547708845876,Savings,KKBK6280188,+919497020455
ATM250808RIXPUC,2025-08-08,17:09:33,W73PS2GP73BC,ATM,INR,14423.29,100002161,Krishna Agarwal,Axis Bank,657051495580,Current,UTIB4950445,+918592790155,100004446,Narayan Pandya,Canara Bank,269857311732,Savings,CNRB4374095,+916101094421
UPI250808QLBWYL,2025-08-08,17:39:22,OBBBW9JT01OX,UPI,INR,11146.25,100006794,Anushka Mehta,Bank of Baroda,441197461424,Salary,BARB1867650,+919561166692,100000273,Prachi Sen,Axis Bank,136932715317,Salary,UTIB2088068,+917989006771
IMPS250808D027QS,2025-08-08,19:19:11,1T7S8NKOV1Z7,IMPS,INR,16882.01,100001377,Raghav Shinde,Axis Bank,173451230942,Savings,UTIB4418815,+917149117767,100001417,Deven Gill,Axis Bank,619405180340,Savings,UTIB6201611,+917761792416
ATM250808YCI92Z,2025-08-08,19:35:20,C8NU4DNXPSVC,ATM,INR,17046.2,100001602,Naresh Paul,State Bank of India,973195568478,Savings,SBIN3434230,+916108198417,100004565,Rajat Singh,Canara Bank,822273812724,Current,CNRB5778789,+918384683372
TXN250808PNSKI0,2025-08-08,20:25:53,FNT7KHDD4P7B,Cash Deposit,INR,44487.73,100003645,Nachiket Roy,Union Bank of India,220137830391,Current,UBIN7941063,+916564902284,100000930,Roshan Naidu,HDFC Bank,659555377943,Savings,HDFC5770496,+917030398399
TXN2508081KBTL1,2025-08-08,20:34:04,UJFCEGK6M3J3,Cash Deposit,INR,23612.47,100005530,Mahesh Pillai,Union Bank of India,578847806720,Salary,UBIN7389969,+916931620641,100002422,Kaushal Barik,HDFC Bank,968658495736,Salary,HDFC3669934,+916187949263
UPI250808URV3M5,2025-08-08,22:18:15,K9UK4RM42H05,UPI,INR,6262.78,100006859,Prachi D'Souza,ICICI Bank,437814147922,Savings,ICIC1736562,+917444247535,100003296,Hrithik Bhatt,HDFC Bank,828414049397,Savings,HDFC8860470,+916557348906
IMPS250808DN5DF9,2025-08-08,22:41:43,KOU5W89NOK5H,IMPS,INR,21099.95,100004639,Chaitanya More,Canara Bank,451238892589,Savings,CNRB3597466,+918723496132,100000581,Harsh Kalita,HDFC Bank,860685253426,Salary,HDFC1480482,+918118633802
TXN250808P8CT2J,2025-08-08,23:12:14,P8CYF2TJ47EX,Cash Deposit,INR,6156.11,100003192,Sushma Kohli,IndusInd Bank,993884175917,Savings,INDB9921630,+917725121411,100006038,Nikita Tiwari,Punjab National Bank,436563993735,Savings,PUNB1968071,+919114332439
UPI250809X763RL,2025-08-09,00:00:24,BI7PL9ZNCS16,UPI,INR,11517.03,100001514,Rajat Mukherjee,Bank of Baroda,835001467195,Salary,BARB7907647,+919168612085,100002482,Poonam Mittal,State Bank of India,837625051764,Current,SBIN8738604,+918279910426
UPI250809CAUUEN,2025-08-09,00:47:13,JXC5PKWVBF6W,UPI,INR,3751.56,100003214,Swati Agarwal,HDFC Bank,905075072105,Salary,HDFC7409080,+916442684297,100003392,Darshan Ali,Union Bank of India,817840220670,Savings,UBIN8330599,+917795530276
UPI250809O91M1K,2025-08-09,01:50:59,RCRQ0ANKHXZN,UPI,INR,4494.86,100003820,Rajeev Nair,IndusInd Bank,111753360158,Savings,INDB8271614,+919543348878,100002318,Anshika Chaturvedi,Bank of Baroda,230678291541,Salary,BARB6993311,+917815456502
UPI250809JYP5RO,2025-08-09,04:10:44,ZQTR4BFNOSOQ,UPI,INR,9888.2,100005008,Harish Bisht,Axis Bank,989915936325,Savings,UTIB2700001,+916703211022,100002602,Rachit Shetty,Kotak Mahindra Bank,124678101515,Demat,KKBK6261721,+918182107087
ATM2508099GKD7N,2025-08-09,07:37:31,2NL1NU22YNLF,ATM,INR,12818.02,100004560,Akanksha Bose,Canara Bank,374865750906,Savings,CNRB8831580,+917285832993,100002897,Aashish Gupta,Axis Bank,976797726893,Salary,UTIB9540346,+917938295768
UPI250809WJDBU8,2025-08-09,08:04:47,W74U5SEPNDNW,UPI,INR,18822.57,100002911,Aryan Shetty,ICICI Bank,928108139265,Salary,ICIC6749744,+917456367813,100006909,Ansh Iyer,ICICI Bank,909509613747,Salary,ICIC1745951,+917657350844
ATM250809NV9L3T,2025-08-09,12:56:49,P8TU1RFAAJWC,ATM,INR,12150.42,100000768,Pankaj D'Souza,Bank of Baroda,550392741333,Savings,BARB8241429,+918841418832,100001515,Anushka Saxena,Canara Bank,171299375231,Savings,CNRB2254401,+916655642600
UPI250809CSY5FW,2025-08-09,13:03:03,OTH0E9LW3EWG,UPI,INR,23717.22,100003731,Payal Rathod,ICICI Bank,332261793890,Demat,ICIC9189188,+918578598723,100000334,Naman Pandey,IndusInd Bank,236735099287,Savings,INDB3443486,+917110407272
UPI250809X6XDO9,2025-08-09,13:21:32,F12W0TN2OY47,UPI,INR,2234.11,100002291,Devansh Dutta,Axis Bank,136961692856,Savings,UTIB4303312,+918048480344,100001448,Lata Bora,State Bank of India,755560707222,Savings,SBIN9809561,+916148259773
UPI250809U52A8Y,2025-08-09,14:47:52,8WZMTBXLAXZZ,UPI,INR,4648.21,100004453,Jai Das,IndusInd Bank,940543399830,Savings,INDB7974508,+918180758109,100005161,Gaurav Bose,Canara Bank,960561792172,Savings,CNRB9165303,+916051333250
ATM2508094HXKWH,2025-08-09,15:28:46,AOWR04B7HB1D,ATM,INR,8636.89,100003241,Jyotir Soni,Canara Bank,386785669902,Savings,CNRB5612567,+918169255646,100000120,Bhavani Mathew,HDFC Bank,780539003631,Salary,HDFC9036113,+917221820048
ATM250809HWXNZF,2025-08-09,15:43:41,XMH0ARE207B9,ATM,INR,3548.43,100004116,Malavika Shetty,ICICI Bank,989015897067,Current,ICIC7591714,+919690082317,100000495,Karthik Deshmukh,State Bank of India,436106401408,Savings,SBIN3198963,+917214613995
TXN250809A58BAH,2025-08-09,16:15:26,NCH5LBBTZPG9,Cash Deposit,INR,31368.15,100002112,Daksha Banerjee,HDFC Bank,960377148320,Salary,HDFC1578636,+919089404735,100002314,Jaya Tiwari,Union Bank of India,599694065713,Savings,UBIN6051969,+919186381655
TXN250809TH0BCX,2025-08-09,16:57:31,2JXIUBKKZ6GM,Cash Deposit,INR,22109.26,100000347,Jignesh Pandey,ICICI Bank,791567969164,Salary,ICIC9317815,+917330684763,100004278,Rajat Iyer,HDFC Bank,220330849354,Savings,HDFC8926945,+918316199535
ATM250809L50L0X,2025-08-09,17:08:54,5SW3NK7NLQKA,ATM,INR,8373.36,100006148,Amira Naidu,Axis Bank,851784572226,Salary,UTIB2368801,+916658111686,100002196,Rachana Bhatia,Axis Bank,525981321238,Savings,UTIB6485057,+919465637402
TXN250809KN7TZ8,2025-08-09,17:22:12,G1FCYM1JQVXA,Cash Deposit,INR,2750.2,100005759,Nishant Bhattacharya,Union Bank of India,574896081837,Savings,UBIN8589498,+916034102808,100000843,Prachi Verma,Canara Bank,255111218802,Savings,CNRB3357094,+919319179958
UPI250809TDUY8I,2025-08-09,17:38:38,KJQ1WPTMCACE,UPI,INR,6721.01,100004180,Shilpa Acharya,Kotak Mahindra Bank,544331434160,Salary,KKBK2551064,+916555703019,100001721,Reyansh Chatterjee,State Bank of India,244621106183,Current,SBIN1090588,+916801079158
ATM2508092N2YG2,2025-08-09,18:39:46,BQZA8ZMEI20L,ATM,INR,19906.73,100001585,Nikita Das,Axis Bank,862889397173,Salary,UTIB4479709,+917667564958,100000528,Reyansh Desai,Axis Bank,250241777433,Savings,UTIB4327654,+917937550668
ATM2508095DWOVH,2025-08-09,19:03:32,AX7YK2Q16LGJ,ATM,INR,3763.02,100005627,Indira Srivastava,Axis Bank,404254183995,Savings,UTIB3307379,+918281664145,100003262,Naveen Shaikh,IndusInd Bank,532637527907,Savings,INDB5555764,+919381446478
ATM2508091BXEN2,2025-08-09,19:15:40,HA8OSF8W0EL3,ATM,INR,7633.94,100001926,Gautam Chaturvedi,Canara Bank,859587045712,Demat,CNRB8151997,+919934858141,100002326,Ankita Prasad,Kotak Mahindra Bank,297246970462,Salary,KKBK5828367,+918890491950
UPI250809TGQTIB,2025-08-09,19:35:32,JNGAFHW6IBKY,UPI,INR,5310.17,100004024,Randhir Dubey,IndusInd Bank,807142229321,Savings,INDB7860502,+917751155343,100003026,Aravind Kulkarni,IndusInd Bank,628067322400,Salary,INDB9820642,+918881476163
UPI2508094DB4IA,2025-08-09,19:38:41,W8CVMGBVCT3M,UPI,INR,23825.41,100000338,Dilip Parmar,Bank of Baroda,912893644705,Savings,BARB4246961,+916226265278,100006235,Balaji Paul,Punjab National Bank,159040115884,Savings,PUNB3583566,+917092036746
UPI2508096UMCGB,2025-08-09,19:46:15,1S7RE1UCWDOS,UPI,INR,14974.9,100004664,Manisha Ghosh,HDFC Bank,807044626074,Savings,HDFC6807541,+917726107989,100000379,Reyansh Tiwari,State Bank of India,649187012520,Salary,SBIN6670272,+916453040604
UPI250809KD5NGH,2025-08-09,22:26:42,5LVR5M79JJHK,UPI,INR,10655.28,100006963,Kamal Mittal,State Bank of India,763263590740,Savings,SBIN4437884,+918845953682,100000451,Pranav Sahu,State Bank of India,306563311078,Salary,SBIN7785814,+918675450204
ATM2508092E8ZFP,2025-08-09,22:38:52,USM6E2SLS088,ATM,INR,15521.21,100000764,Karishma Majumdar,Kotak Mahindra Bank,878724690182,Savings,KKBK9387634,+918086119754,100000602,Dhruv Lal,Kotak Mahindra Bank,961452757215,Salary,KKBK8731213,+919523870498
UPI250809KJL7KU,2025-08-09,22:53:12,6VLS04SPA014,UPI,INR,15408.64,100000798,Aarthi Syed,Union Bank of India,754923094038,Savings,UBIN1454364,+917385213450,100005109,Suman Prasad,State Bank of India,765633154964,Salary,SBIN6254815,+916363734751
IMPS250810UY3FYO,2025-08-10,00:02:37,1NROVCAAKSH3,IMPS,INR,45688.73,100001843,Akanksha Soni,HDFC Bank,452594717274,Savings,HDFC1268742,+916008471797,100006492,Madhuri Solanki,IndusInd Bank,938836942138,Current,INDB5064703,+918765396450
UPI2508107W3SOP,2025-08-10,01:37:16,B0UCKWYLFIA8,UPI,INR,16843.67,100003998,Aravind Pandya,Canara Bank,956296535800,Salary,CNRB3397471,+919481578095,100004346,Mamata Bhatia,State Bank of India,231535714442,Savings,SBIN2431176,+918622698307
TXN250810I0QZ1Y,2025-08-10,01:59:03,9ZYAFBPOL20M,Cash Deposit,INR,18141.9,100003562,Ansh Krishnan,Punjab National Bank,737038471545,Savings,PUNB9770394,+916020248860,100006338,Sangeeta Singh,HDFC Bank,382058279959,Savings,HDFC2212116,+917403408444
IMPS250810ZAS534,2025-08-10,02:29:21,EA7ENYEOXE8L,IMPS,INR,39795.74,100006864,Sunita Menon,Punjab National Bank,675404012423,Salary,PUNB2501026,+917657701816,100006011,Jitesh Mehta,IndusInd Bank,576554690639,Savings,INDB5835905,+916278150399
UPI250810N3YO3I,2025-08-10,03:37:44,QBP4RWQ14VHK,UPI,INR,3440.53,100005290,Anika Banerjee,IndusInd Bank,192102264264,Savings,INDB2057518,+918310597374,100006222,Nilima Barik,Punjab National Bank,699944008582,Savings,PUNB2248003,+917632947740
IMPS250810I8UIEF,2025-08-10,05:03:10,QL4MH14TQOJK,IMPS,INR,30449.67,100001971,Meghna Kaur,ICICI Bank,687410577144,Salary,ICIC4380168,+919298701709,100005342,Manav Kalita,HDFC Bank,979486823801,Salary,HDFC4752705,+917615893220
UPI250810HMNPPH,2025-08-10,05:11:08,L7EYIG5KENBJ,UPI,INR,91.13,100000283,Aparna Tripathi,IndusInd Bank,410686381009,Savings,INDB3887895,+917330139400,100005847,Monica Rao,HDFC Bank,327190481912,Savings,HDFC6000550,+918952279212
TXN250810SRL2Z2,2025-08-10,05:11:55,YIXS1G3WCN6F,Cash Deposit,INR,44843.11,100001242,Darshan Shah,Canara Bank,758489609257,Salary,CNRB9797467,+918579835476,100001495,Sanket Tiwari,State Bank of India,856108356976,Salary,SBIN7573374,+918404028992
ATM250810D3KPKS,2025-08-10,05:19:27,7LM1TPTT3S1X,ATM,INR,25933.77,100005697,Nilesh Naidu,Bank of Baroda,341917665405,Salary,BARB5374696,+918584425155,100001686,Keshav Naidu,Axis Bank,415047449092,Savings,UTIB8944178,+917896616394
ATM250810SCC42L,2025-08-10,05:55:18,2F41VGHFAEJ9,ATM,INR,3249.87,100005822,Dinesh Chauhan,Punjab National Bank,370939554420,Savings,PUNB6779887,+917114445865,100003109,Kalyan More,Union Bank of India,217224242963,Savings,UBIN1231697,+919054859051
UPI250810Z5UCE5,2025-08-10,06:46:09,Y6VO0EAIOA88,UPI,INR,21857.45,100003012,Rupali Barik,Bank of Baroda,498854316690,Savings,BARB8047196,+919429736802,100004187,Keshav Deshmukh,IndusInd Bank,512787328339,Salary,INDB1856623,+918553840504
UPI2508107ROMU7,2025-08-10,07:16:18,YPONKDL327KE,UPI,INR,23105.61,100004386,Akshara Agarwal,Bank of Baroda,243143485204,Savings,BARB2858777,+919766255695,100006794,Anushka Mehta,Bank of Baroda,441197461424,Salary,BARB1867650,+919561166692
ATM250810Z3HVPY,2025-08-10,07:33:03,IXM15D16VQIT,ATM,INR,11160.4,100005509,Niraj Das,State Bank of India,866198383385,Savings,SBIN9129372,+918073438042,100000891,Daksha Pandya,Kotak Mahindra Bank,865296828530,Current,KKBK4044629,+919004689486
UPI250810LZXIZ4,2025-08-10,07:39:19,EIBOB6C3VLO8,UPI,INR,22396.2,100004836,Komal Pawar,Canara Bank,818734740709,Salary,CNRB5243640,+918774258277,100001953,Narayan Bansal,Union Bank of India,748154410833,Salary,UBIN4365822,+916316168850
ATM250810E8VNTV,2025-08-10,10:29:40,EHXVQ00DZ7XH,ATM,INR,2832.25,100002548,Akhil Hegde,Punjab National Bank,626971336530,Savings,PUNB4958560,+919138662151,100000785,Milan Chauhan,Punjab National Bank,765704633206,Savings,PUNB7896663,+919801513821
IMPS250810YBYRLJ,2025-08-10,11:18:02,0KCJKWHM52XN,IMPS,INR,24289.19,100002693,Puneet Bhatia,Bank of Baroda,175499379273,Savings,BARB6485931,+918172835235,100003562,Ansh Krishnan,Punjab National Bank,737038471545,Savings,PUNB9770394,+916020248860
IMPS250810Y45G95,2025-08-10,12:17:54,HS87FQO3Z2OF,IMPS,INR,195527.23,100003238,Richa Majumdar,Kotak Mahindra Bank,322048888866,Salary,KKBK9615872,+917031578057,100002885,Chitta Kohli,Bank of Baroda,453402402827,Savings,BARB5486493,+916002252699
UPI2508104L64FW,2025-08-10,12:30:04,1E4A32MXBSGY,UPI,INR,20727.35,100003692,Darshan Sen,State Bank of India,747487627379,Savings,SBIN5869893,+919141257788,100001421,Jayashree Prasad,Kotak Mahindra Bank,556490530419,Salary,KKBK9723134,+919839346283
ATM250810AQ7W5J,2025-08-10,13:50:02,VEIT1QYZC8CR,ATM,INR,7778.53,100000322,Chetan Yadav,Canara Bank,293059820937,Savings,CNRB5339046,+917356716278,100000874,Aarthi Krishnan,Bank of Baroda,284224028729,Savings,BARB5813695,+918662175081
UPI25081012GGSU,2025-08-10,14:14:07,EA899O5AVRWL,UPI,INR,6769.97,100003176,Rakhi Menon,IndusInd Bank,494814357583,Savings,INDB3912496,+919180310819,100002784,Leela Pandya,Union Bank of India,159519882119,Savings,UBIN5921475,+916994020707
ATM2508101FAPAA,2025-08-10,16:26:00,9VP5Q7XYO4XA,ATM,INR,170.85,100002820,Poornima Rathod,Canara Bank,899205939769,Savings,CNRB6518774,+919393824493,100004881,Aryan Dave,Canara Bank,902205463272,Salary,CNRB3395678,+918477793470
ATM250810JN3W6L,2025-08-10,16:39:56,YMF1IB6RBPDA,ATM,INR,9520.97,100002220,Gautam Pawar,HDFC Bank,454797563838,Salary,HDFC5427247,+917286241634,100003047,Eeshwar Desai,HDFC Bank,233179891527,Salary,HDFC8320197,+916332879166
IMPS250810HDBKPR,2025-08-10,17:00:00,5BN680O3JO6E,IMPS,INR,31164.93,100000265,Garima More,Kotak Mahindra Bank,867707726838,Salary,KKBK9649606,+916005441336,100006944,Esha Negi,Kotak Mahindra Bank,928908743767,Savings,KKBK9918518,+918277560490
TXN2508102FVT1T,2025-08-10,18:19:19,GOG2P5U86OSR,Cash Deposit,INR,27511.91,100006090,Arnav Shetty,Bank of Baroda,962830129723,Savings,BARB4700496,+917298856988,100001703,Bhuvan Gupta,Bank of Baroda,678853090261,Savings,BARB9720404,+917794181831
IMPS2508103IZ0HC,2025-08-10,19:04:46,SPWRZGHI90B8,IMPS,INR,7994.77,100001093,Smriti Roy,Bank of Baroda,699920352413,Salary,BARB8230365,+917055874204,100002603,Srishti Mishra,Bank of Baroda,256862697727,Savings,BARB1972924,+918206334544
ATM25081068QEU1,2025-08-10,19:10:11,QZMDV9FHHDJS,ATM,INR,7685.49,100004136,Mahima Kar,State Bank of India,336890192970,Salary,SBIN3872310,+916860813417,100002821,Richa Gupta,ICICI Bank,472445768121,Demat,ICIC2426601,+916254643881
TXN250810WEQZ0Z,2025-08-10,19:33:44,XR78DLUZGDHA,Cash Deposit,INR,2819.41,100006825,Sachi Shaikh,State Bank of India,661025892837,Demat,SBIN9052539,+919464521257,100000434,Richa Khan,Union Bank of India,112288755734,Savings,UBIN3360743,+918695760563
ATM250810LGO38Y,2025-08-10,22:29:07,NYE8FDDWBKUG,ATM,INR,8662.18,100004664,Manisha Ghosh,HDFC Bank,807044626074,Savings,HDFC6807541,+917726107989,100002783,Geeta Patel,Punjab National Bank,182079800231,Savings,PUNB1533808,+917545752288
UPI250810GR37MH,2025-08-10,22:30:30,IWFK32GJ6MPF,UPI,INR,14363.04,100005856,Sneha Mohanty,Canara Bank,537378036172,Savings,CNRB1078469,+918711081704,100000514,Nachiket Roy,Kotak Mahindra Bank,867256506400,Savings,KKBK7308146,+918810305517
UPI2508104JXW8P,2025-08-10,23:07:15,84AH3HSME97S,UPI,INR,512.55,100002769,Deepika Bansal,State Bank of India,356952430092,Demat,SBIN7123610,+918317688836,100002903,Rohan Pereira,HDFC Bank,895138172955,Current,HDFC5968596,+917863119852
UPI250810DUUNJS,2025-08-10,23:07:50,MPPW7NJ55T5U,UPI,INR,18075.28,100002265,Narendra Hegde,State Bank of India,704272529246,Savings,SBIN4202496,+916639964319,100005661,Jagruti Reddy,Kotak Mahindra Bank,526272407633,Savings,KKBK2806028,+918236781960
UPI250810MY4WOZ,2025-08-10,23:58:55,P3KMKXDPZTM5,UPI,INR,3143.9,100003855,Balaji Banerjee,ICICI Bank,730338706617,Savings,ICIC7440987,+917171842568,100003490,Charan Subramanian,Union Bank of India,285235582945,Savings,UBIN5083670,+919413815735
TXN250811FVSHF9,2025-08-11,00:16:08,WJHW5DU3E9NI,Cash Deposit,INR,32802.17,100001721,Reyansh Chatterjee,State Bank of India,244621106183,Current,SBIN1090588,+916801079158,100006195,Kavin Dave,HDFC Bank,895525569849,Savings,HDFC3657914,+918176056203
ATM2508112O1UTS,2025-08-11,00:29:37,78QA21049IVC,ATM,INR,13121.01,100000390,Sagar Chaturvedi,HDFC Bank,341946225171,Savings,HDFC2259486,+918266082714,100005667,Ananya Varghese,HDFC Bank,559732969211,Salary,HDFC7738083,+918873257050
TXN250811ZL1YFT,2025-08-11,01:29:09,AJJH1XMVRBSE,Cash Deposit,INR,34987.93,100006233,Pankaj Chaturvedi,Bank of Baroda,181411162715,Savings,BARB4573485,+917715450816,100000981,Nidhi Varghese,Punjab National Bank,487152291388,Salary,PUNB8822369,+917668323714
UPI250811T7QIWC,2025-08-11,02:01:52,Z0JXTK00DC0X,UPI,INR,3498.86,100004441,Naman Kohli,IndusInd Bank,859987524946,Savings,INDB9021084,+919420722750,100006297,Hardik Chawla,Canara Bank,998994642212,Savings,CNRB9887756,+916434487669
UPI2508114PN513,2025-08-11,05:34:12,08NQA5URJHSF,UPI,INR,825.52,100001258,Sonia Pereira,Axis Bank,693108095243,Savings,UTIB6920356,+919205870018,100003195,Himani Kapoor,State Bank of India,256720841154,Savings,SBIN1568908,+917970852104
TXN2508111Y6DID,2025-08-11,06:03:28,R45583E5OHMQ,Cash Deposit,INR,33267.83,100002489,Meet Mathew,Kotak Mahindra Bank,317478321693,Savings,KKBK6771715,+917918652002,100000961,Kusum Syed,Union Bank of India,538521548612,Savings,UBIN5968812,+916979318103
UPI250811F66RFI,2025-08-11,06:44:36,99TNZEUVXT5G,UPI,INR,9561.89,100002987,Pavan Mahajan,State Bank of India,305112724392,Savings,SBIN4993232,+916710095087,100002579,Mihir Kaur,Bank of Baroda,206716261120,Savings,BARB2496647,+918498410218
IMPS250811KM2EOJ,2025-08-11,06:46:51,YB7ITNW64FU8,IMPS,INR,37467.74,100002821,Richa Gupta,ICICI Bank,472445768121,Demat,ICIC2426601,+916254643881,100000465,Anita Kohli,Punjab National Bank,248633987376,Savings,PUNB2877517,+916078436731
IMPS250811KTYSBV,2025-08-11,07:12:47,5AHSOZZCI5SZ,IMPS,INR,3043.91,100006667,Aditya Pandya,Punjab National Bank,754663419107,Salary,PUNB2362684,+917900254663,100004497,Prerana Desai,IndusInd Bank,731372639997,Savings,INDB4031637,+916711652048
TXN250811YJKZ1G,2025-08-11,07:44:52,O6AR6DNUZOHR,Cash Deposit,INR,37427.99,100002053,Aashish Bhatia,HDFC Bank,531762977370,Demat,HDFC9287229,+918395270269,100005823,Rakhi Ansari,Punjab National Bank,354820808308,Salary,PUNB7283110,+917278712227
ATM250811M2M5GL,2025-08-11,09:05:27,1O5EUULNDJ5A,ATM,INR,5702.42,100000092,Sunita Chaturvedi,Punjab National Bank,690206159993,Salary,PUNB4375010,+917526964242,100005519,Meet Malhotra,Kotak Mahindra Bank,576549860153,Savings,KKBK3334807,+917308030520
ATM250811EE7DIT,2025-08-11,10:21:52,LQ4L0DN6CJFS,ATM,INR,15950.76,100001109,Rajan Pandya,ICICI Bank,147064211365,Salary,ICIC3006313,+919092945663,100004921,Srishti Trivedi,Canara Bank,696814975050,Savings,CNRB2461127,+916103891623
UPI250811HQQGMP,2025-08-11,11:06:42,YG01QTO2HD44,UPI,INR,6732.82,100001691,Drishti Kaur,IndusInd Bank,648743860983,Savings,INDB9185512,+917779511488,100004146,Ananya Roy,Canara Bank,480963503430,Savings,CNRB2483662,+917975468413
ATM250811L56NJP,2025-08-11,13:42:14,1MO4BPM5O201,ATM,INR,716.67,100000396,Ishika Krishnan,HDFC Bank,367161359859,Savings,HDFC2226599,+919780503097,100003047,Eeshwar Desai,HDFC Bank,233179891527,Salary,HDFC8320197,+916332879166
UPI25081105EP9Z,2025-08-11,13:57:48,JWTY51DU262H,UPI,INR,18677.21,100001850,Nilima More,Canara Bank,790489875032,Current,CNRB6408619,+919871681664,100002632,Padma Mohanty,State Bank of India,567461504530,Savings,SBIN1236609,+918770594376
ATM250811JW9HYW,2025-08-11,15:00:08,9ZB1DBQM369N,ATM,INR,2996.8,100004169,Hema Mathew,Axis Bank,256179274812,Savings,UTIB8713466,+916641830807,100004058,Rupesh Pandey,Bank of Baroda,806577804847,Current,BARB4660588,+919819887535
ATM2508116REWSY,2025-08-11,17:07:31,D7ZOGJZH99PZ,ATM,INR,8653.0,100001296,Rupesh Thomas,ICICI Bank,483210984823,Savings,ICIC9696065,+916439420587,100003824,Sarita Syed,IndusInd Bank,605067920410,Salary,INDB3317549,+917835301377
TXN250811GS848L,2025-08-11,17:21:56,A9IPP424H3FF,Cash Deposit,INR,77527.25,100006939,Ruchi Pereira,Canara Bank,300505864235,Salary,CNRB1780082,+917593551276,100000912,Param Arora,ICICI Bank,702511632939,Demat,ICIC2101458,+919339073555
UPI250811OLVT0M,2025-08-11,17:41:28,VBIOSLSQ4DWU,UPI,INR,10747.7,100001844,Pushkar Varghese,IndusInd Bank,949274758157,Savings,INDB9357250,+917455222130,100003575,Meenakshi Joshi,Kotak Mahindra Bank,747628118386,Salary,KKBK2926301,+919136542310
ATM2508119UBSKB,2025-08-11,19:35:20,P5MXXKJ4YONC,ATM,INR,14705.48,100005608,Ramya Sandhu,HDFC Bank,280053513877,Savings,HDFC2449005,+917418009970,100004338,Namrata Prasad,Punjab National Bank,208681925921,Salary,PUNB3718605,+919898277174
