IPDR_ID,Session_Date,Session_Start_Time,Subscriber_IMSI,Subscriber_MSISDN,Device_IMEI,Source_IP_Address,Destination_IP_Address,Destination_Port,Cell_Global_ID,Session_Duration_Seconds
IPDR202600086935,2025-12-18,09:50:40,404760445197508,+919297898204,354357601117156,10.185.5.232,198.51.100.54,80,404-45-704-433,5
IPDR202600086946,2025-03-11,04:57:28,404342837836168,+918256506557,356074789746227,10.65.148.134,198.51.100.8,8443,404-45-400-446,14
IPDR202600086951,2025-08-22,22:09:20,404519599675117,+919989321299,352140996699683,10.141.241.149,198.51.100.70,53,404-45-162-413,1
IPDR202600086954,2025-01-02,06:37:02,404802451264106,+917160405940,351347876309057,10.43.71.3,198.51.100.85,80,404-45-270-417,68
IPDR202600086975,2025-01-06,12:09:27,404626996628807,+918130444799,356707391539797,10.227.169.51,198.51.100.159,53,404-45-742-164,6
IPDR202600087002,2025-02-24,08:19:56,404870215172948,+918600505718,358680333769860,10.206.201.137,198.51.100.252,443,404-45-489-285,22
IPDR202600087003,2025-04-24,10:41:08,404928533489829,+916405134888,357856220782707,10.94.134.70,198.51.100.134,8443,404-45-521-822,19
IPDR202600087029,2025-03-11,22:07:29,404972472042358,+916671916548,352911560275372,10.47.42.34,198.51.100.75,443,404-45-266-820,5
IPDR202600087036,2025-10-28,19:43:19,404235376981388,+919012273494,359329896777630,10.114.62.142,203.0.113.171,80,404-45-869-959,12
IPDR202600087056,2025-06-02,17:30:36,404932530171583,+917637125202,351573085317786,10.134.108.12,198.51.100.231,443,404-45-296-195,19
IPDR202600087077,2025-11-10,02:43:42,404839371966259,+918588277925,357205059669210,10.68.91.42,203.0.113.127,443,404-45-196-100,10
IPDR202600087096,2025-03-03,03:54:16,404136269907837,+916737984678,352850106912956,10.227.154.95,198.51.100.206,443,404-45-683-253,16
IPDR202600087108,2025-08-13,02:37:33,404783413152242,+919433409015,354660285748444,10.5.62.114,198.51.100.71,53,404-45-678-536,15
IPDR202600087115,2025-08-08,20:15:52,404658499279240,+917164511236,356086390325712,10.36.67.153,198.51.100.193,443,404-45-235-741,1
IPDR202600087137,2025-05-26,16:55:19,404434701797103,+918839351733,352822367321741,10.56.49.227,203.0.113.132,123,404-45-833-666,6
IPDR202600087145,2025-03-08,16:09:16,404954341991008,+916514444241,354682315116551,10.150.70.163,198.51.100.130,443,404-45-246-272,4
IPDR202600087146,2025-03-02,00:30:14,404561815653242,+916315447290,358936219659373,10.118.24.76,203.0.113.224,443,404-45-342-886,13
IPDR202600087148,2025-05-23,10:04:07,404375387920460,+919241722337,351374005828746,10.239.148.234,203.0.113.128,53,404-45-296-195,7
IPDR202600087153,2025-10-21,02:58:26,404977390792541,+918365467938,352744075589655,10.114.145.87,203.0.113.247,443,404-45-204-095,7
IPDR202600087166,2025-12-18,14:14:03,404515499934331,+919624317034,357683527235660,10.33.185.41,203.0.113.121,80,404-45-325-460,1
IPDR202600087198,2025-05-03,12:54:27,404701041975815,+919377120878,359742313395500,10.28.226.149,203.0.113.49,443,404-45-370-518,9
IPDR202600087210,2025-02-03,03:02:17,404618342387373,+919752934480,351562868531746,10.55.235.16,203.0.113.239,80,404-45-995-946,13
IPDR202600087237,2025-03-14,14:25:22,404412125449956,+916999450930,350501338459360,10.139.228.217,203.0.113.244,443,404-45-242-253,9
IPDR202600087246,2025-12-19,09:07:59,404778484530636,+916075420676,356098562078761,10.0.153.210,203.0.113.95,443,404-45-374-068,6
IPDR202600087299,2025-11-26,19:43:11,404750729531744,+919956147272,351991337979179,10.23.77.118,203.0.113.17,443,404-45-230-043,3
IPDR202600087301,2025-01-18,13:31:49,404357303853692,+916267473352,358761397758769,10.225.105.177,198.51.100.222,443,404-45-371-949,10
IPDR202600087314,2025-09-02,07:48:04,404809846897820,+918728614929,359550937294523,10.8.148.52,203.0.113.204,443,404-45-981-041,1
IPDR202600087318,2025-06-24,02:49:06,404878902477317,+916176261632,358590296675966,10.43.90.245,198.51.100.195,80,404-45-423-958,7
IPDR202600087341,2025-06-01,20:08:51,404163533655044,+918564610533,358410604729387,10.0.211.12,203.0.113.202,53,404-45-230-043,7
IPDR202600087378,2025-08-08,09:33:52,404700536957454,+917529071926,353764527260375,10.107.8.108,203.0.113.203,443,404-45-612-781,6
IPDR202600087382,2025-01-17,15:53:57,404199483254966,+919727637274,358445864203148,10.255.118.93,203.0.113.145,53,404-45-533-850,24
IPDR202600087418,2025-02-07,00:35:12,404511572349636,+919470525787,353167444461153,10.30.176.8,203.0.113.195,443,404-45-993-622,11
IPDR202600087420,2025-05-10,06:46:46,404988529625903,+918148557947,356409564964866,10.83.143.114,198.51.100.46,443,404-45-568-324,4
IPDR202600087421,2025-04-17,01:13:33,404350913519189,+918300889572,356083749036779,10.82.69.38,198.51.100.91,443,404-45-400-446,9
IPDR202600087437,2025-09-17,18:21:56,404252916854472,+917871245964,356360896116251,10.73.135.78,203.0.113.209,53,404-45-196-100,2
IPDR202600087462,2025-08-01,06:20:56,404841676734802,+918980177709,359346566207948,10.133.110.151,203.0.113.253,443,404-45-835-499,8
IPDR202600087493,2025-07-25,13:47:56,404429532819085,+917893772136,353373947208139,10.203.106.216,198.51.100.54,80,404-45-355-683,13
IPDR202600087502,2025-12-31,02:11:08,404657347375993,+919997519753,352695658726012,10.204.157.98,203.0.113.19,5228,404-45-211-255,2
IPDR202600087549,2025-04-18,21:10:19,404893734575264,+919883003120,351955331505070,10.46.160.133,203.0.113.159,443,404-45-614-942,8
IPDR202600087552,2025-02-04,16:13:46,404329430015303,+917519710314,354495137429084,10.75.15.38,198.51.100.28,443,404-45-979-482,5
IPDR202600087564,2025-08-04,11:44:42,404692537307423,+919535509583,350299926053984,10.123.11.149,203.0.113.9,443,404-45-891-297,40
IPDR202600087571,2025-07-22,19:11:50,404863497884735,+917346187234,355174632162189,10.254.113.60,203.0.113.172,80,404-45-620-083,74
IPDR202600087595,2025-10-05,20:16:37,404851454830238,+917689140715,358335287148226,10.64.253.18,203.0.113.150,53,404-45-195-949,43
IPDR202600087596,2025-07-23,14:37:25,404025077960052,+917103301219,357157435660238,10.23.85.78,203.0.113.145,443,404-45-618-272,2
IPDR202600087597,2025-06-06,09:51:32,404950952128650,+919176357004,359729805889291,10.17.97.143,203.0.113.111,8443,404-45-749-874,15
IPDR202600087602,2025-03-15,01:50:40,404697999697543,+919068678100,352314206726139,10.199.227.34,203.0.113.170,80,404-45-691-197,5
IPDR202600087657,2025-12-27,19:58:05,404576188919100,+918242925726,351088955299347,10.22.194.203,198.51.100.70,443,404-45-348-804,7
IPDR202600087684,2025-11-26,17:56:39,404960223759142,+916788994233,353129998447704,10.22.66.9,203.0.113.132,80,404-45-322-992,7
IPDR202600087689,2025-10-24,09:18:32,404234260469728,+916658692045,353529291510620,10.38.158.12,203.0.113.165,443,404-45-884-129,12
IPDR202600087692,2025-11-28,07:21:34,404594950011869,+917785057063,355884798642136,10.69.123.49,203.0.113.19,8080,404-45-734-084,17
IPDR202600087694,2025-06-30,19:20:58,404811167447859,+919627533531,353608149947869,10.243.73.76,198.51.100.50,443,404-45-771-512,11
IPDR202600087763,2025-02-10,09:55:16,404337914103881,+919987672814,358766259201169,10.10.45.73,198.51.100.233,53,404-45-897-945,83
IPDR202600087816,2025-02-20,10:49:00,404022502616968,+917864386715,358467179480061,10.185.161.54,203.0.113.47,80,404-45-243-433,26
IPDR202600087843,2025-12-13,08:35:07,404419118230745,+917065215690,354999342982864,10.94.96.55,203.0.113.117,443,404-45-223-254,5
IPDR202600087849,2025-10-03,00:22:22,404859404674301,+919724685428,353638967136992,10.113.134.12,198.51.100.75,8080,404-45-234-688,16
IPDR202600087874,2025-08-20,09:28:45,404631884192265,+917109071060,350820221853760,10.176.8.97,203.0.113.40,80,404-45-919-883,12
IPDR202600087889,2025-10-04,05:51:26,404312870409485,+917641309711,353018319589196,10.90.61.232,198.51.100.210,80,404-45-489-285,5
IPDR202600087897,2025-12-04,01:54:31,404238644817176,+916221886111,353000349574298,10.172.109.24,198.51.100.252,80,404-45-355-683,72
IPDR202600087923,2025-02-14,08:56:05,404437743103644,+916057261514,351856059769526,10.53.186.224,203.0.113.46,443,404-45-194-650,6
IPDR202600087931,2025-09-28,13:29:45,404140638966652,+918371507888,357882214288996,10.7.129.133,203.0.113.1,443,404-45-967-353,2
IPDR202600087949,2025-09-21,06:09:08,404412505641248,+917778532868,350973514954089,10.0.33.48,198.51.100.198,53,404-45-296-195,22
IPDR202600087952,2025-09-26,08:34:59,404139761599882,+918554145995,357492472451763,10.175.103.141,203.0.113.75,443,404-45-246-272,6
IPDR202600087963,2025-02-16,02:08:36,404383173465345,+919496142308,354282987873750,10.33.77.136,198.51.100.89,443,404-45-348-804,4
IPDR202600087976,2025-12-11,10:36:05,404201360869083,+917053495994,358721877728874,10.98.254.217,198.51.100.3,443,404-45-371-949,7
IPDR202600087997,2025-12-09,03:45:07,404250955064612,+917885171272,350308628096569,10.11.76.71,203.0.113.221,443,404-45-471-900,3
IPDR202600088005,2025-10-25,15:47:56,404743320700352,+918139131373,350340842579584,10.65.236.171,198.51.100.84,443,404-45-693-754,2
IPDR202600088061,2025-10-11,03:21:48,404623667724578,+916341686359,354449803024132,10.6.149.100,203.0.113.59,80,404-45-618-272,3
IPDR202600088076,2025-05-20,16:17:36,404965395347489,+917936178367,359391787896901,10.238.246.15,198.51.100.197,5228,404-45-102-400,2
IPDR202600088089,2025-02-27,23:46:14,404195778210088,+919181703697,353461687222650,10.240.146.208,198.51.100.250,443,404-45-489-285,7
IPDR202600088093,2025-12-02,14:21:51,404479142324196,+918957604131,350956727205135,10.141.188.110,203.0.113.183,443,404-45-180-088,5
IPDR202600088094,2025-06-05,22:01:38,404943595860397,+918335471524,350947287373773,10.107.1.107,198.51.100.250,443,404-45-243-433,14
IPDR202600088113,2025-06-20,00:40:49,404205107939618,+919571680333,353321897975383,10.107.48.213,198.51.100.85,80,404-45-584-827,21
IPDR202600088114,2025-07-11,12:02:20,404764818062318,+919138580614,357031354708906,10.133.58.240,203.0.113.61,53,404-45-319-553,5
IPDR202600088122,2025-06-30,05:40:16,404119409185580,+917026149618,355728433651590,10.196.118.126,198.51.100.154,80,404-45-334-842,8
IPDR202600088150,2025-07-02,19:25:20,404086680031527,+919305462797,359137358308008,10.168.173.109,198.51.100.230,5228,404-45-233-653,5
IPDR202600088194,2025-12-18,02:33:34,404088211228662,+918952299802,359063481682908,10.20.30.118,198.51.100.207,80,404-45-374-068,4
IPDR202600088204,2025-07-01,22:42:06,404243190304734,+917149488491,358767457090509,10.189.135.134,203.0.113.82,53,404-45-261-449,18
IPDR202600088205,2025-03-09,15:52:52,404838733857404,+918886151686,350872819453524,10.104.205.102,198.51.100.63,53,404-45-835-499,10
IPDR202600088220,2025-09-06,11:02:26,404896010470210,+917412845371,357979402614682,10.148.42.69,198.51.100.220,443,404-45-231-676,29
IPDR202600088228,2025-06-13,00:22:07,404570730763588,+918243537186,358892548433911,10.76.14.237,198.51.100.147,80,404-45-265-760,16
IPDR202600088250,2025-05-19,22:30:16,404163734049351,+916498514408,352386340940675,10.30.18.31,198.51.100.160,80,404-45-223-254,2
IPDR202600088272,2025-07-02,15:45:40,404644299712659,+919390373823,357932801799654,10.192.113.175,198.51.100.90,53,404-45-665-301,7
IPDR202600088276,2025-10-06,23:37:33,404274235117037,+919444012974,355616623589016,10.253.176.107,198.51.100.1,443,404-45-629-463,17
IPDR202600088278,2025-04-24,07:25:01,404826245811395,+917487718089,359966168411168,10.212.170.177,198.51.100.203,443,404-45-847-707,16
IPDR202600088281,2025-07-17,18:46:43,404065605012585,+916709382155,357215148064690,10.225.102.122,203.0.113.155,443,404-45-735-768,3
IPDR202600088306,2025-01-27,19:32:53,404395874521333,+919801647719,353650411724455,10.69.115.162,198.51.100.99,80,404-45-605-094,4
IPDR202600088318,2025-01-24,03:54:22,404392068612533,+916182088860,354947118152750,10.82.108.130,198.51.100.185,443,404-45-693-754,38
IPDR202600088324,2025-06-02,14:05:31,404717231005437,+918270857685,358524930868103,10.81.231.111,203.0.113.186,443,404-45-296-195,38
IPDR202600088341,2025-02-08,17:16:43,404658605433151,+919300467117,350793541627934,10.0.238.32,203.0.113.48,8080,404-45-979-482,4
IPDR202600088355,2025-09-10,22:18:25,404850514466796,+917008518494,356068050777483,10.189.108.170,198.51.100.68,443,404-45-296-195,50
IPDR202600088362,2025-07-05,08:47:00,404195388387238,+916958390940,354038903299819,10.167.181.242,198.51.100.97,53,404-45-859-282,8
IPDR202600088404,2025-09-21,08:27:43,404349472037700,+918094022864,356068837217893,10.31.186.144,203.0.113.144,443,404-45-860-567,11
IPDR202600088426,2025-12-09,10:14:41,404347015494888,+918039327434,358716692548778,10.2.171.212,203.0.113.199,53,404-45-691-197,4
IPDR202600088457,2025-03-04,11:29:42,404890982530748,+919441866251,350581929600584,10.217.20.178,203.0.113.197,443,404-45-415-374,41
IPDR202600088462,2025-07-09,07:10:56,404169286853504,+918917644942,355898303559859,10.176.200.38,203.0.113.136,8080,404-45-261-449,11
IPDR202600088525,2025-11-12,19:38:46,404834333886365,+917950376050,350385503575253,10.110.124.114,203.0.113.176,8080,404-45-170-901,12
IPDR202600088528,2025-12-02,09:35:51,404245556217118,+916720582936,353140537561877,10.22.227.144,198.51.100.148,443,404-45-652-774,3
IPDR202600088557,2025-04-07,05:13:42,404985224722234,+919901841860,359519572205970,10.76.181.103,203.0.113.239,53,404-45-338-518,3
IPDR202600088563,2025-02-06,09:51:22,404661448232320,+916861464216,354908884478796,10.227.26.154,198.51.100.13,53,404-45-773-598,34
IPDR202600088588,2025-12-22,08:30:04,404434010290348,+916318132842,359136578156759,10.198.92.179,203.0.113.206,443,404-45-373-164,18
IPDR202600088638,2025-04-15,15:39:53,404007975713665,+916095157409,359795511387166,10.190.169.63,203.0.113.21,443,404-45-951-827,173
IPDR202600088665,2025-01-25,12:43:54,404969721934546,+916861162202,351218164653593,10.127.88.41,203.0.113.113,80,404-45-798-907,6
IPDR202600088678,2025-09-08,12:57:52,404935792531238,+918024103364,356298278044172,10.32.45.55,198.51.100.117,53,404-45-400-446,23
IPDR202600088711,2025-08-08,10:06:20,404646798335681,+917222410146,355103669440895,10.123.173.70,198.51.100.9,443,404-45-771-512,6
IPDR202600088723,2025-02-05,06:13:22,404604190598025,+916491497592,352139664636796,10.146.232.211,198.51.100.41,443,404-45-670-225,44
IPDR202600088728,2025-01-11,13:08:04,404860611593021,+917770290213,359316667300961,10.35.194.226,198.51.100.222,5228,404-45-767-554,9
IPDR202600088746,2025-11-21,15:36:00,404372696888054,+919321004160,353313146881520,10.214.143.137,203.0.113.38,443,404-45-985-411,32
IPDR202600088748,2025-12-19,12:05:24,404891413227246,+917257594896,352017459925014,10.134.214.180,198.51.100.240,443,404-45-478-292,25
IPDR202600088767,2025-06-27,01:54:59,404620293038633,+919005820762,352760765102000,10.3.18.12,203.0.113.67,443,404-45-919-883,14
IPDR202600088804,2025-11-05,04:32:27,404986839996157,+918936078508,352059192617486,10.172.207.239,203.0.113.28,8443,404-45-726-827,21
IPDR202600088811,2025-10-27,15:08:09,404839398605771,+918022731031,352777173290326,10.234.84.125,203.0.113.42,443,404-45-911-697,9
IPDR202600088826,2025-03-24,00:31:28,404917439407194,+919719160322,356150133476888,10.216.175.105,203.0.113.54,443,404-45-935-071,37
IPDR202600088837,2025-11-25,06:54:00,404134004227625,+917371519719,357049269181579,10.38.209.77,203.0.113.197,8443,404-45-629-463,29
IPDR202600088841,2025-12-07,16:54:54,404291365192047,+919595004318,354684829241431,10.180.222.20,198.51.100.90,53,404-45-678-536,6
IPDR202600088847,2025-02-15,00:09:40,404290913772444,+919099798724,354662149246057,10.253.2.178,198.51.100.208,443,404-45-951-827,5
IPDR202600088855,2025-11-25,05:22:16,404717231005437,+918270857685,358524930868103,10.171.47.210,198.51.100.173,443,404-45-548-922,3
IPDR202600088888,2025-05-08,13:26:24,404815596249439,+916899691590,354023636853613,10.242.104.97,198.51.100.217,80,404-45-891-297,12
IPDR202600088893,2025-01-02,08:00:08,404606943001039,+917815142697,356763833583315,10.187.205.251,198.51.100.127,80,404-45-785-885,9
IPDR202600088911,2025-01-09,04:38:19,404330091829802,+917142631652,352499346440949,10.120.240.88,198.51.100.199,443,404-45-713-332,11
IPDR202600088915,2025-06-10,09:57:15,404852649995050,+918338229837,357753276223110,10.44.35.99,203.0.113.232,80,404-45-773-598,6
IPDR202600088984,2025-06-05,13:13:58,404603382319056,+918277900784,351869118593677,10.156.174.210,203.0.113.74,123,404-45-446-022,39
IPDR202600089056,2025-11-22,08:50:57,404607153836260,+919343143931,354179118498096,10.162.157.86,198.51.100.243,443,404-45-108-684,4
IPDR202600089063,2025-01-24,08:03:34,404406895492367,+917830946091,351081092097773,10.68.151.73,198.51.100.63,53,404-45-373-164,12
IPDR202600089077,2025-11-30,07:41:43,404260239063110,+917173526045,354702425585516,10.123.45.216,198.51.100.53,123,404-45-552-565,75
IPDR202600089104,2025-06-19,01:59:36,404171441749762,+919624915154,353871475821544,10.62.137.176,203.0.113.61,80,404-45-196-100,2
IPDR202600089170,2025-12-18,08:10:22,404344789717454,+917145904181,350784042724474,10.212.249.175,203.0.113.110,443,404-45-785-498,48
IPDR202600089177,2025-05-12,17:14:48,404597044252285,+919993606910,358371855747537,10.222.132.29,198.51.100.139,80,404-45-742-164,4
IPDR202600089192,2025-11-14,03:47:27,404595113022434,+919033658116,351466184896548,10.233.35.90,203.0.113.157,123,404-45-967-353,4
IPDR202600089229,2025-08-28,09:12:21,404235376981388,+919012273494,359329896777630,10.115.224.220,203.0.113.147,443,404-45-448-285,21
IPDR202600089234,2025-12-16,02:01:18,404552273161789,+918553840504,350979045133925,10.106.215.132,198.51.100.68,80,404-45-242-253,130
IPDR202600089259,2025-03-05,23:26:50,404907719223759,+917500030080,357006916947383,10.214.49.6,203.0.113.86,80,404-45-181-876,13
IPDR202600089290,2025-04-20,15:25:04,404378019335813,+916745094791,359450630006133,10.247.72.137,198.51.100.232,443,404-45-371-949,2
IPDR202600089293,2025-12-05,17:46:03,404774830309390,+917062097983,353463448498954,10.182.185.36,198.51.100.49,53,404-45-146-678,51
IPDR202600089317,2025-01-09,11:04:07,404457406303442,+916692588788,355085103203437,10.55.144.168,203.0.113.112,80,404-45-702-226,33
IPDR202600089358,2025-03-16,06:44:35,404824972666194,+917433422977,350643031565003,10.142.44.197,203.0.113.105,443,404-45-370-518,5
IPDR202600089393,2025-12-14,19:07:48,404544133226752,+918555891707,353609730652456,10.180.246.135,203.0.113.73,5228,404-45-818-559,5
IPDR202600089405,2025-08-05,11:15:31,404314479510459,+919860882785,359925939009870,10.109.166.28,198.51.100.253,80,404-45-680-898,2
IPDR202600089422,2025-05-05,07:58:35,404900824727003,+917765785944,352958580177614,10.70.127.245,203.0.113.226,443,404-45-202-076,22
IPDR202600089434,2025-12-10,21:33:32,404612283039936,+916260635104,352075813507734,10.153.47.45,203.0.113.170,5228,404-45-371-541,16
IPDR202600089509,2025-06-05,07:47:05,404746789341596,+918449702682,354200154970796,10.252.177.237,203.0.113.147,53,404-45-478-292,10
IPDR202600089513,2025-04-05,18:41:58,404858566180420,+916429632648,353977887341390,10.223.16.10,198.51.100.111,8443,404-45-371-541,3
IPDR202600089536,2025-11-13,14:03:17,404757122694855,+916287579696,358184354002053,10.111.87.200,203.0.113.111,5228,404-45-400-446,3
IPDR202600089611,2025-05-07,04:45:49,404098125879905,+916915144159,358191816486081,10.44.82.225,203.0.113.114,8443,404-45-911-697,4
IPDR202600089621,2025-10-28,04:18:58,404787712168763,+917024544717,351323383247574,10.52.80.220,203.0.113.148,123,404-45-966-053,13
IPDR202600089631,2025-02-23,04:13:06,404922416532507,+919441646475,352403739342622,10.128.204.20,198.51.100.95,443,404-45-319-553,16
IPDR202600089644,2025-01-02,21:23:11,404808565972884,+916886972845,358561824608287,10.211.119.217,198.51.100.38,5228,404-45-769-542,27
IPDR202600089672,2025-08-14,04:58:31,404243475213384,+918202927453,358945616877808,10.155.254.140,198.51.100.122,80,404-45-202-076,15
IPDR202600089673,2025-11-02,04:43:55,404393504654127,+919117880417,352259922746067,10.136.229.228,203.0.113.114,53,404-45-859-282,4
IPDR202600089693,2025-08-05,10:52:25,404773058174668,+917310983111,350742010959527,10.80.251.138,203.0.113.180,443,404-45-548-922,64
IPDR202600089729,2025-10-04,23:08:14,404154318612967,+917887149781,358782959514269,10.167.77.222,198.51.100.30,80,404-45-847-707,20
IPDR202600089735,2025-10-25,11:56:16,404354624915783,+917207085533,355832926792641,10.159.1.44,203.0.113.146,443,404-45-767-554,11
IPDR202600089767,2025-07-26,13:01:24,404362377302923,+919214140310,359378424108932,10.65.132.239,198.51.100.226,80,404-45-565-293,3
IPDR202600089768,2025-06-24,07:16:41,404913007298604,+916512999260,353935575787740,10.87.223.228,198.51.100.253,443,404-45-367-210,31
IPDR202600089771,2025-08-15,09:14:28,404681598983002,+918364099651,354576886932718,10.223.181.45,198.51.100.130,443,404-45-710-480,3
IPDR202600089837,2025-03-02,06:02:26,404603490239087,+918443171885,354838211296565,10.164.232.191,203.0.113.199,80,404-45-652-977,19
IPDR202600089842,2025-09-25,06:35:03,404187542153932,+916791902612,357741164304432,10.222.243.48,203.0.113.1,443,404-45-771-512,4
IPDR202600089853,2025-08-17,19:20:56,404164843406247,+918111651183,355484823964816,10.201.109.186,203.0.113.176,80,404-45-522-026,8
IPDR202600089860,2025-02-10,15:45:54,404931423436384,+918680112037,350022633249291,10.51.199.41,198.51.100.18,443,404-45-199-368,8
IPDR202600089891,2025-01-24,09:34:12,404029477845975,+919316737376,353027003969706,10.23.104.24,198.51.100.141,5228,404-45-214-078,39
IPDR202600089899,2025-01-22,13:10:05,404276774507539,+919319450517,358523772914424,10.68.189.95,203.0.113.72,5228,404-45-954-379,32
IPDR202600089903,2025-06-23,09:38:15,404964747345476,+919976782155,358908149840555,10.234.195.15,203.0.113.109,80,404-45-985-411,1
IPDR202600089948,2025-09-22,07:09:26,404157942860250,+916412740660,351548028561955,10.69.151.250,198.51.100.201,443,404-45-755-705,23
IPDR202600089962,2025-01-09,12:28:59,404635648421403,+918498064898,359790100724490,10.114.220.202,203.0.113.144,443,404-45-897-945,3
IPDR202600089991,2025-01-13,00:34:18,404560008590919,+916885243807,354769640808892,10.254.7.240,198.51.100.164,443,404-45-669-678,7
IPDR202600090019,2025-08-02,00:49:17,404568495988764,+917530311906,354298571463567,10.156.79.213,203.0.113.51,8080,404-45-830-320,14
IPDR202600090043,2025-04-18,15:13:16,404159822825080,+918321548678,358256919510290,10.111.221.236,203.0.113.143,443,404-45-423-958,53
IPDR202600090051,2025-11-25,14:55:23,404433977280921,+917779098299,350725981945852,10.216.164.68,203.0.113.188,80,404-45-130-096,3
IPDR202600090073,2025-12-26,06:29:20,404650434236517,+917942954531,350342140837127,10.49.195.15,203.0.113.247,80,404-45-473-167,16
IPDR202600090076,2025-04-19,20:08:23,404757122694855,+916287579696,358184354002053,10.169.203.148,203.0.113.96,80,404-45-371-541,26
IPDR202600090100,2025-02-11,09:44:24,404112206146329,+917080446357,357907845855140,10.69.186.244,198.51.100.179,443,404-45-693-754,50
IPDR202600090103,2025-03-11,22:48:32,404249849699191,+916807387424,359677378144163,10.197.128.239,203.0.113.37,53,404-45-315-699,49
IPDR202600090105,2025-08-11,17:10:52,404387050182283,+918132420926,354164549934649,10.142.248.178,198.51.100.121,443,404-45-242-253,3
IPDR202600090127,2025-06-20,01:15:07,404110002867955,+918836129433,351405108070394,10.215.156.163,203.0.113.43,80,404-45-378-289,14
IPDR202600090131,2025-06-10,18:09:54,404604715065863,+919053954041,354923066208594,10.40.102.74,198.51.100.43,123,404-45-693-754,23
IPDR202600090138,2025-01-20,02:57:42,404245556217118,+916720582936,351678087372820,10.192.164.125,198.51.100.191,443,404-45-670-225,43
IPDR202600090150,2025-08-06,03:01:19,404931833239807,+917092709895,354982894815024,10.116.213.69,198.51.100.213,8080,404-45-662-170,95
IPDR202600090226,2025-06-10,23:40:23,404509314223725,+918900700724,352426121361540,10.96.174.76,203.0.113.130,443,404-45-489-285,3
IPDR202600090241,2025-09-12,09:23:48,404351930190258,+916791524906,354285588483997,10.190.201.4,198.51.100.175,443,404-45-880-166,8
IPDR202600090267,2025-12-11,03:21:40,404445459938728,+916625071606,357257330347182,10.204.29.73,203.0.113.142,80,404-45-981-041,85
IPDR202600090301,2025-05-31,23:20:22,404171778971064,+918897183146,353846291826095,10.203.232.237,198.51.100.23,443,404-45-371-541,22
IPDR202600090322,2025-12-18,00:38:30,404012631446390,+919429605845,355358689978302,10.19.97.86,203.0.113.125,80,404-45-626-244,18
IPDR202600090335,2025-05-28,00:36:52,404965242371404,+919734226884,355792012779548,10.163.133.163,198.51.100.172,443,404-45-303-157,28
IPDR202600090366,2025-04-19,23:29:55,404896607643963,+918296063391,356184058623853,10.212.103.230,203.0.113.93,443,404-45-901-954,6
IPDR202600090370,2025-02-02,02:40:02,404855969480387,+919733168080,356828891756499,10.212.48.146,203.0.113.55,123,404-45-235-741,16
IPDR202600090404,2025-01-20,01:06:12,404410614310106,+917215930461,354423306457496,10.85.222.71,203.0.113.77,443,404-45-951-827,1
IPDR202600090410,2025-06-19,09:01:51,404615717462996,+916823980384,355168953616322,10.70.78.197,203.0.113.132,53,404-45-199-368,7
IPDR202600090418,2025-07-16,13:59:32,404567747803805,+919566359010,350956641016355,10.198.255.103,198.51.100.169,443,404-45-170-610,10
IPDR202600090420,2025-01-08,15:57:42,404577349733764,+917098056301,352592613442218,10.177.220.147,198.51.100.96,80,404-45-779-107,7
IPDR202600090436,2025-01-22,23:24:09,404078416980158,+918386857947,354034089734219,10.72.168.49,198.51.100.51,443,404-45-646-747,9
IPDR202600090446,2025-09-09,05:41:10,404829623745942,+919682087635,353178015634941,10.23.119.129,198.51.100.68,8443,404-45-370-119,13
IPDR202600090447,2025-07-25,04:50:17,404277356307174,+918766702595,351357656734036,10.43.103.171,198.51.100.197,443,404-45-862-575,60
IPDR202600090453,2025-10-21,02:01:16,404254009580200,+917049471555,353017825711655,10.163.199.244,198.51.100.81,443,404-45-716-028,26
IPDR202600090468,2025-12-09,19:58:13,404715813007823,+917060686756,352957727751349,10.129.8.245,203.0.113.162,5228,404-45-170-610,12
IPDR202600090469,2025-02-15,06:24:58,404532982688675,+919037659104,350779296281428,10.210.196.170,203.0.113.67,443,404-45-605-094,7
IPDR202600090527,2025-05-12,14:16:28,404119409185580,+917026149618,355728433651590,10.171.199.60,203.0.113.112,443,404-45-652-774,39
IPDR202600090529,2025-06-20,19:03:10,404999139484040,+917000470076,353462981428845,10.111.153.202,198.51.100.7,53,404-45-146-678,4
IPDR202600090555,2025-02-13,01:36:49,404850278278713,+917627570441,350954407652124,10.74.16.181,203.0.113.61,443,404-45-102-400,3
IPDR202600090602,2025-10-15,22:37:17,404030644263963,+918172548486,354835062021205,10.106.91.125,203.0.113.193,53,404-45-162-413,9
IPDR202600090619,2025-01-30,19:55:28,404281626195882,+919463589346,357819998802282,10.214.218.52,203.0.113.129,443,404-45-967-353,19
IPDR202600090637,2025-12-09,05:58:59,404838435374526,+917325824502,350223017454978,10.159.172.48,198.51.100.247,80,404-45-258-948,12
IPDR202600090661,2025-12-30,20:16:28,404756238192259,+916199842463,350080024057789,10.167.78.172,198.51.100.172,443,404-45-614-942,9
IPDR202600090674,2025-05-18,20:52:15,404089527701035,+917215866369,352006116965792,10.98.181.51,203.0.113.127,443,404-45-881-345,38
IPDR202600090708,2025-04-09,14:44:28,404296529625618,+918875844526,350218892558653,10.118.172.169,203.0.113.156,443,404-45-726-827,64
IPDR202600090711,2025-01-28,04:47:21,404048837939116,+917139926208,357206384478330,10.6.181.97,198.51.100.142,443,404-45-205-363,11
